longitude,countyFIPS,monthlyHoaFee,annualHomeownersInsurance,rentZestimate,livingArea,propertyTaxRate,bathrooms,bedrooms,price,homeType_CONDO,homeType_SINGLE_FAMILY,homeType_OTHER
-149.89989,2020.0,386.0,1297,2265.0,1040.0,1.31,1.5,2.0,308800,0,0,1
-149.89989,2020.0,386.0,1345,2337.0,1020.0,1.31,2.0,2.0,320200,0,0,1
-149.89989,2020.0,386.0,1301,2018.0,1100.0,1.31,1.0,2.0,309800,1,0,0
-149.89989,2020.0,386.0,1305,2019.0,1095.0,1.31,1.0,2.0,310600,1,0,0
-149.89989,2020.0,386.0,984,1887.0,903.0,1.31,1.0,1.0,234400,1,0,0
-149.89989,2020.0,386.0,1281,2203.0,1116.0,1.31,1.5,2.0,305100,1,0,0
-149.89989,2020.0,386.0,1221,2351.0,1052.0,1.31,2.0,2.0,290600,1,0,0
-149.89989,2020.0,386.0,1311,2754.0,1566.0,1.31,2.5,2.0,312200,1,0,0
-149.89989,2020.0,386.0,1208,2181.0,1055.0,1.31,1.5,2.0,287500,1,0,0
-149.89989,2020.0,386.0,1311,2203.0,1116.0,1.31,1.5,2.0,312100,1,0,0
-149.89989,2020.0,386.0,1282,2181.0,1055.0,1.31,1.5,2.0,305300,1,0,0
-149.90233,2020.0,0.0,1098,1895.0,853.0,1.31,1.0,1.0,261400,1,0,0
-149.90233,2020.0,0.0,1564,2446.0,1287.0,1.31,2.0,2.0,372300,1,0,0
-149.90749,2020.0,0.0,1925,2479.0,2660.0,1.31,2.0,4.0,458400,0,0,1
-149.90486,2020.0,0.0,2461,2748.0,1846.0,1.31,2.0,3.0,585900,0,1,0
-149.9043,2020.0,0.0,1618,1771.0,957.0,1.31,1.0,1.0,385200,0,1,0
-149.90587,2020.0,0.0,3003,4463.0,3136.0,1.31,4.5,4.0,715100,0,1,0
-149.9042,2020.0,439.0,1142,2299.0,1293.0,1.31,1.5,3.0,271900,1,0,0
-149.91063,2020.0,0.0,2243,2459.0,1820.0,1.31,2.0,2.0,534000,0,0,1
-149.9081,2020.0,0.0,2291,2508.0,2397.0,1.31,2.0,4.0,545400,0,0,1
-149.91124,2020.0,0.0,2407,2311.0,1410.0,1.31,1.75,3.0,573100,0,1,0
-149.91064,2020.0,0.0,2337,2674.0,1692.0,1.31,2.0,3.0,556500,0,1,0
-149.90901,2020.0,0.0,2378,2552.0,2332.0,1.31,2.0,4.0,566200,0,0,1
-149.91054,2020.0,0.0,2086,2984.0,1781.0,1.31,3.0,2.0,496700,1,0,0
-149.89813,2020.0,0.0,2175,2714.0,1773.0,1.31,2.0,3.0,517800,0,1,0
-149.89813,2020.0,0.0,2573,3749.0,2304.0,1.31,4.0,3.0,612500,0,1,0
-149.89903,2020.0,0.0,2072,2704.0,1500.0,1.31,2.0,3.0,493400,0,1,0
-149.89903,2020.0,0.0,1607,1893.0,1470.0,1.31,1.0,2.0,382600,0,1,0
-149.90018,2020.0,0.0,1535,2171.0,872.0,1.31,1.0,2.0,365400,0,1,0
-149.90018,2020.0,0.0,1408,2137.0,728.0,1.31,1.0,2.0,335300,0,1,0
-149.90108,2020.0,0.0,2221,2808.0,1976.0,1.31,2.0,5.0,528800,0,0,1
-149.90224,2020.0,0.0,3759,5102.0,3635.0,1.31,5.0,5.0,895000,0,1,0
-149.90338,2020.0,0.0,3816,4127.0,4846.0,1.31,5.0,5.0,908500,0,0,1
-149.9042,2020.0,0.0,2309,2427.0,1704.0,1.31,2.0,3.0,549700,0,0,1
-149.90312,2020.0,0.0,2470,2561.0,2728.0,1.31,2.0,2.0,588200,0,1,0
-149.90498,2020.0,0.0,1612,2004.0,1688.0,1.31,1.0,3.0,383800,0,1,0
-149.9049,2020.0,0.0,2452,3587.0,2746.0,1.31,3.0,3.0,583900,0,1,0
-149.90579,2020.0,0.0,2048,2758.0,1976.0,1.31,2.0,3.0,487700,0,1,0
-149.90701,2020.0,0.0,2241,2820.0,1738.0,1.31,2.0,4.0,533500,0,1,0
-149.90536,2020.0,29.0,4277,4198.0,3603.0,1.31,4.0,4.0,1018300,0,1,0
-149.90887,2020.0,0.0,2648,2094.0,1080.0,1.31,1.0,2.0,630400,0,1,0
-149.91046,2020.0,386.0,2996,3370.0,3382.0,1.31,2.5,3.0,713400,0,1,0
-149.90855,2020.0,0.0,2373,2478.0,1843.0,1.31,1.75,4.0,564900,0,1,0
-149.90924,2020.0,8.0,3369,3214.0,1894.0,1.31,2.0,4.0,802200,0,1,0
-149.90836,2020.0,0.0,2914,3377.0,3559.0,1.31,2.5,3.0,693800,0,1,0
-149.90926,2020.0,0.0,2607,2597.0,2500.0,1.31,2.0,5.0,620700,0,0,1
-149.91039,2020.0,0.0,2809,3587.0,3434.0,1.31,3.0,3.0,668800,0,1,0
-149.91039,2020.0,0.0,3016,3271.0,3105.0,1.31,2.0,5.0,718100,0,1,0
-149.91039,2020.0,0.0,3249,4143.0,4146.0,1.31,3.0,5.0,773600,0,1,0
-149.9113,2020.0,0.0,2266,2654.0,1689.0,1.31,2.0,3.0,539500,0,1,0
-149.9113,2020.0,0.0,2449,2926.0,1770.0,1.31,2.0,4.0,583100,0,1,0
-149.9113,2020.0,0.0,2504,2819.0,2299.0,1.31,2.0,3.0,596100,0,1,0
-149.9113,2020.0,0.0,2331,1752.0,1200.0,1.31,1.0,2.0,555100,0,0,1
-149.9113,2020.0,0.0,2724,3341.0,2625.0,1.31,2.5,3.0,648600,0,1,0
-149.91403,2020.0,0.0,2112,3257.0,2092.0,1.31,2.0,4.0,502800,0,1,0
-149.91533,2020.0,0.0,4463,6023.0,4456.0,1.31,4.5,3.0,1062500,0,1,0
-149.91472,2020.0,0.0,2358,3043.0,2474.0,1.31,1.5,4.0,561500,0,1,0
-149.91522,2020.0,0.0,2265,2614.0,2278.0,1.31,2.5,4.0,539200,0,0,1
-149.91849,2020.0,0.0,2071,2400.0,1920.0,1.31,2.0,4.0,493000,0,0,1
-149.9269,2020.0,0.0,4491,4259.0,3459.0,1.31,3.0,3.0,1069400,0,1,0
-149.91821,2020.0,500.0,2607,2736.0,1953.0,1.31,2.0,2.0,620800,1,0,0
-149.91908,2020.0,500.0,2462,2993.0,1910.0,1.31,2.5,2.0,586300,1,0,0
-149.919,2020.0,500.0,2847,3911.0,2332.0,1.31,3.0,3.0,677800,0,1,0
-149.93973,2020.0,0.0,3411,4736.0,3622.0,1.31,3.5,3.0,812200,0,1,0
-149.92288,2020.0,0.0,1465,2725.0,1360.0,1.31,1.5,2.0,348900,0,1,0
-149.92197,2020.0,0.0,2497,2399.0,1600.0,1.31,1.0,3.0,594500,0,1,0
-149.92416,2020.0,0.0,2187,3083.0,1890.0,1.31,2.0,4.0,520600,0,1,0
-149.9235,2020.0,0.0,4341,4754.0,3763.0,1.31,4.0,4.0,1033500,0,1,0
-149.92574,2020.0,0.0,4169,4214.0,3873.0,1.31,3.0,3.0,992700,0,1,0
-149.92482,2020.0,0.0,3064,4244.0,3686.0,1.31,3.0,3.0,729500,0,1,0
-149.92622,2020.0,0.0,1370,2970.0,1644.0,1.31,2.0,4.0,326300,0,1,0
-149.89891,2020.0,0.0,1486,1475.0,480.0,1.31,1.0,1.0,353800,0,1,0
-149.8992,2020.0,358.0,1392,2598.0,1404.0,1.31,2.0,4.0,331500,0,1,0
-149.89949,2020.0,358.0,1625,2621.0,1584.0,1.31,2.0,3.0,386800,0,1,0
-149.90012,2020.0,358.0,1679,2504.0,1400.0,1.31,2.0,3.0,399700,0,1,0
-149.9004,2020.0,358.0,1261,2045.0,900.0,1.31,1.0,3.0,300200,0,1,0
-149.9007,2020.0,358.0,1176,2144.0,983.0,1.31,2.0,2.0,280100,0,1,0
-149.90097,2020.0,0.0,1535,2520.0,1568.0,1.31,2.0,4.0,365400,0,0,1
-149.90128,2020.0,0.0,2205,3070.0,3276.0,1.31,4.0,6.0,525000,0,0,1
-149.90154,2020.0,358.0,2711,2738.0,4032.0,1.31,4.0,8.0,645500,0,0,1
-149.90204,2020.0,358.0,2124,2785.0,2568.0,1.31,3.0,5.0,505800,0,0,1
-149.89804,2020.0,0.0,1110,2062.0,1226.0,1.31,1.5,3.0,264300,1,0,0
-149.8995,2020.0,0.0,1011,2062.0,1226.0,1.31,1.5,3.0,240800,1,0,0
-149.90012,2020.0,0.0,1315,2243.0,1631.0,1.31,2.0,2.0,313100,1,0,0
-149.89893,2020.0,0.0,1580,1995.0,811.0,1.31,1.0,2.0,376300,0,1,0
-149.90321,2020.0,0.0,1624,2619.0,1648.0,1.31,2.0,3.0,386600,0,1,0
-149.90475,2020.0,0.0,754,1419.0,660.0,1.31,1.0,1.0,179600,0,0,1
-149.90475,2020.0,510.0,725,1481.0,660.0,1.31,1.0,1.0,172600,1,0,0
-149.90475,2020.0,510.0,991,1707.0,911.0,1.31,1.0,2.0,236000,1,0,0
-149.90475,2020.0,510.0,1433,2634.0,1428.0,1.31,2.0,2.0,341100,1,0,0
-149.8989,2020.0,0.0,571,1543.0,835.0,1.31,1.0,2.0,136000,1,0,0
-149.90262,2020.0,0.0,2166,3168.0,2622.0,1.31,3.0,3.0,515800,0,1,0
-149.8996,2020.0,0.0,1401,2469.0,1600.0,1.31,2.5,3.0,333600,1,0,0
-149.90114,2020.0,273.0,1122,1503.0,1327.0,1.31,1.0,2.0,267200,0,0,1
-149.9007,2020.0,404.0,1347,2236.0,1360.0,1.31,3.0,2.0,320800,1,0,0
-149.90332,2020.0,363.0,1605,2419.0,1886.0,1.31,2.0,3.0,382200,0,0,1
-149.9038,2020.0,0.0,1689,2449.0,1865.0,1.31,2.0,3.0,402100,1,0,0
-149.89862,2020.0,0.0,1011,1568.0,552.0,1.31,1.0,1.0,240800,0,1,0
-149.89914,2020.0,0.0,1347,1900.0,880.0,1.31,1.0,2.0,320700,0,1,0
-149.89972,2020.0,0.0,1287,2469.0,1600.0,1.31,2.5,3.0,306500,1,0,0
-149.90216,2020.0,0.0,1600,2418.0,1790.0,1.31,2.0,3.0,381000,1,0,0
-149.90189,2020.0,363.0,1473,2246.0,1836.0,1.31,2.0,2.0,350800,1,0,0
-149.90173,2020.0,363.0,1591,2425.0,1807.0,1.31,2.0,3.0,378800,1,0,0
-149.906,2020.0,0.0,1731,2701.0,2752.0,1.31,0.0,4.0,412100,0,1,0
-149.90582,2020.0,0.0,5982,4942.0,5326.0,1.31,7.0,5.0,1424300,0,1,0
-149.91068,2020.0,0.0,1929,2846.0,2064.0,1.31,2.0,3.0,459300,0,1,0
-149.91153,2020.0,0.0,1399,1736.0,1728.0,1.31,1.0,2.0,333100,0,1,0
-149.90974,2020.0,319.0,534,1366.0,600.0,1.31,1.0,1.0,127200,1,0,0
-149.90974,2020.0,319.0,552,1389.0,625.0,1.31,1.0,1.0,131500,0,0,1
-149.90927,2020.0,374.0,1824,2729.0,1866.0,1.31,2.5,2.0,434200,1,0,0
-149.90977,2020.0,374.0,1390,2055.0,1065.0,1.31,2.0,2.0,330900,1,0,0
-149.90982,2020.0,0.0,1624,2264.0,1273.0,1.31,2.0,2.0,386600,1,0,0
-149.92496,2020.0,0.0,2786,3719.0,2810.0,1.31,3.5,4.0,663300,0,1,0
-149.92242,2020.0,0.0,2694,3579.0,2736.0,1.31,3.0,3.0,641400,0,1,0
-149.92075,2020.0,0.0,2622,3535.0,2704.0,1.31,3.0,4.0,624300,0,1,0
-149.92072,2020.0,0.0,3326,4571.0,4125.0,1.31,2.5,4.0,792000,0,1,0
-149.92336,2020.0,0.0,2774,3913.0,3124.0,1.31,2.5,4.0,660400,0,1,0
-149.9255,2020.0,0.0,3425,4490.0,4050.0,1.31,3.0,4.0,815500,0,1,0
-149.92746,2020.0,0.0,3625,4689.0,3910.0,1.31,4.0,5.0,863000,0,1,0
-149.92178,2020.0,0.0,2868,4168.0,3240.0,1.31,3.5,4.0,682900,0,1,0
-149.92744,2020.0,0.0,2101,3386.0,1676.0,1.31,3.0,4.0,500300,0,1,0
-149.92477,2020.0,0.0,3501,2697.0,4553.0,1.31,3.0,4.0,833600,0,0,1
-149.92812,2020.0,0.0,3077,4278.0,3600.0,1.31,3.0,5.0,732700,0,1,0
-149.92834,2020.0,0.0,2572,3867.0,2536.0,1.31,3.0,4.0,612400,0,1,0
-149.9302,2020.0,0.0,2121,3311.0,2014.0,1.31,2.5,4.0,505100,0,1,0
-149.92892,2020.0,0.0,4302,5734.0,5289.0,1.31,5.0,5.0,1024400,0,1,0
-149.92982,2020.0,0.0,4396,4743.0,4257.0,1.31,3.0,3.0,1046700,0,1,0
-149.9354,2020.0,0.0,4014,5418.0,4749.0,1.31,5.0,6.0,955700,0,1,0
-149.93697,2020.0,0.0,3261,4217.0,3099.0,1.31,3.0,4.0,776500,0,1,0
-149.93715,2020.0,0.0,2525,3797.0,2448.0,1.31,3.0,4.0,601200,0,1,0
-149.93652,2020.0,0.0,2054,3344.0,2112.0,1.31,2.0,3.0,489000,0,1,0
-149.93611,2020.0,0.0,2697,3925.0,3091.0,1.31,2.5,4.0,642100,0,1,0
-149.9359,2020.0,0.0,3722,3859.0,4060.0,1.31,3.75,6.0,886200,0,1,0
-149.9357,2020.0,0.0,2731,4518.0,2996.0,1.31,4.0,4.0,650300,0,1,0
-149.937,2020.0,0.0,2119,3121.0,1694.0,1.31,2.0,3.0,504600,0,1,0
-149.93724,2020.0,0.0,1813,2519.0,1120.0,1.31,1.5,2.0,431700,0,1,0
-149.93747,2020.0,0.0,2559,4166.0,3409.0,1.31,3.0,6.0,609300,0,1,0
-149.93771,2020.0,0.0,3041,4602.0,3134.0,1.31,4.0,4.0,724000,0,1,0
-149.93794,2020.0,0.0,2465,4066.0,2952.0,1.31,2.5,3.0,586900,0,1,0
-149.93816,2020.0,115.0,2460,3831.0,2245.0,1.31,3.0,3.0,585600,0,1,0
-149.94275,2020.0,0.0,2685,3309.0,2043.0,1.31,2.0,3.0,639200,0,1,0
-149.94093,2020.0,0.0,2895,4954.0,3442.0,1.31,5.0,4.0,689400,0,1,0
-149.94551,2020.0,0.0,2734,4216.0,2975.0,1.31,3.0,3.0,651000,0,1,0
-149.9445,2020.0,0.0,2932,3364.0,2356.0,1.31,2.5,2.0,698100,0,1,0
-149.94374,2020.0,0.0,2216,3475.0,2388.0,1.31,2.0,3.0,527700,0,1,0
-149.94978,2020.0,0.0,2382,3335.0,2260.0,1.31,2.0,3.0,567100,0,1,0
-149.94885,2020.0,0.0,2821,3496.0,2450.0,1.31,2.0,4.0,671600,0,1,0
-149.94905,2020.0,0.0,1898,2761.0,1266.0,1.31,2.0,3.0,451800,0,1,0
-149.95163,2020.0,0.0,2797,4774.0,4440.0,1.31,5.0,7.0,666000,0,0,1
-149.9535,2020.0,0.0,1631,2320.0,1568.0,1.31,2.0,4.0,388400,0,0,1
-149.95485,2020.0,0.0,2272,2854.0,1704.0,1.31,2.0,3.0,541000,0,1,0
-149.95831,2020.0,0.0,3317,5127.0,3863.0,1.31,4.5,6.0,789700,0,1,0
-149.95818,2020.0,0.0,1645,2510.0,1312.0,1.31,1.5,3.0,391600,0,1,0
-149.96194,2020.0,0.0,2364,2838.0,2725.0,1.31,2.0,4.0,562800,0,1,0
-149.96498,2020.0,0.0,2669,2996.0,3382.0,1.31,2.5,3.0,635500,0,1,0
-149.96194,2020.0,0.0,1645,2574.0,1152.0,1.31,2.0,3.0,391700,0,1,0
-149.95982,2020.0,0.0,2355,3296.0,2263.0,1.31,3.0,5.0,560600,0,1,0
-149.96353,2020.0,0.0,1889,2741.0,1510.0,1.31,2.0,3.0,449800,0,1,0
-149.96094,2020.0,0.0,4163,3472.0,3976.0,1.31,4.0,3.0,991300,0,1,0
-149.9618,2020.0,0.0,2531,3249.0,3011.0,1.31,2.5,4.0,602700,0,1,0
-149.96138,2020.0,0.0,2653,3651.0,3245.0,1.31,3.5,4.0,631600,0,1,0
-149.96101,2020.0,0.0,3048,2874.0,2768.0,1.31,2.0,3.0,725600,0,1,0
-149.9632,2020.0,0.0,3198,3963.0,3616.0,1.31,3.5,4.0,761400,0,1,0
-149.96272,2020.0,0.0,2811,3370.0,3184.0,1.31,3.0,4.0,669200,0,1,0
-149.96227,2020.0,0.0,2678,2981.0,3602.0,1.31,2.5,3.0,637500,0,1,0
-149.96179,2020.0,0.0,2877,3738.0,3972.0,1.31,3.0,5.0,685100,0,1,0
-149.96025,2020.0,0.0,3254,4371.0,4286.0,1.31,4.5,5.0,774800,0,1,0
-149.95918,2020.0,0.0,2973,2942.0,3146.0,1.31,2.0,4.0,707900,0,1,0
-149.94807,2020.0,0.0,2705,2566.0,3345.0,1.31,4.0,7.0,644000,0,0,1
-149.94868,2020.0,0.0,1980,2565.0,1728.0,1.31,1.5,3.0,471500,0,1,0
-149.9462,2020.0,0.0,2849,4420.0,3456.0,1.31,4.0,4.0,678300,0,1,0
-149.94347,2020.0,0.0,1833,2589.0,1008.0,1.31,2.0,2.0,436400,0,1,0
-149.94366,2020.0,0.0,2029,2599.0,2016.0,1.31,1.0,3.0,483100,0,1,0
-149.94443,2020.0,0.0,2202,3131.0,1878.0,1.31,2.0,3.0,524200,0,1,0
-149.94447,2020.0,0.0,2042,3124.0,1839.0,1.31,2.0,3.0,486100,0,1,0
-149.94536,2020.0,0.0,2032,3161.0,2016.0,1.31,2.0,3.0,483900,0,1,0
-149.94545,2020.0,0.0,2364,3176.0,1646.0,1.31,2.0,2.0,562900,0,1,0
-149.94353,2020.0,0.0,2163,3151.0,1913.0,1.31,2.0,3.0,515100,0,1,0
-149.94624,2020.0,0.0,2097,2907.0,1667.0,1.31,2.0,4.0,499200,0,1,0
-149.94728,2020.0,0.0,1920,3172.0,1652.0,1.31,2.0,2.0,457200,0,1,0
-149.94804,2020.0,0.0,1830,2728.0,1310.0,1.31,1.5,3.0,435700,0,1,0
-149.94803,2020.0,0.0,2352,3383.0,2112.0,1.31,2.5,4.0,559900,0,1,0
-149.94905,2020.0,0.0,1895,2702.0,1342.0,1.31,1.5,2.0,451200,0,1,0
-149.94992,2020.0,0.0,2309,2992.0,2630.0,1.31,2.75,5.0,549700,0,1,0
-149.9498,2020.0,0.0,2186,3479.0,1792.0,1.31,3.0,4.0,520500,0,1,0
-149.95084,2020.0,0.0,1800,2485.0,1900.0,1.31,3.0,4.0,428500,0,0,1
-149.95265,2020.0,0.0,1736,2345.0,1752.0,1.31,2.0,4.0,413300,0,0,1
-149.9535,2020.0,0.0,1486,2866.0,1589.0,1.31,2.0,4.0,353900,0,1,0
-149.9546,2020.0,0.0,1803,2244.0,1549.0,1.31,1.5,2.0,429400,0,1,0
-149.95552,2020.0,0.0,2047,2601.0,2215.0,1.31,2.0,3.0,487300,0,1,0
-149.95749,2020.0,0.0,2485,2633.0,2145.0,1.31,2.0,3.0,591700,0,1,0
-149.9565,2020.0,0.0,2259,2947.0,1674.0,1.31,3.0,3.0,537900,0,1,0
-149.95636,2020.0,0.0,2111,2859.0,1824.0,1.31,2.5,3.0,502500,0,1,0
-149.9533,2020.0,0.0,2124,3110.0,2236.0,1.31,3.0,4.0,505800,0,1,0
-149.9536,2020.0,0.0,2400,2931.0,2427.0,1.31,2.5,3.0,571400,0,1,0
-149.95657,2020.0,0.0,2074,2853.0,1872.0,1.31,2.0,4.0,493800,0,1,0
-149.95291,2020.0,0.0,2192,3174.0,2330.0,1.31,3.0,4.0,521800,0,1,0
-149.95123,2020.0,0.0,1517,2266.0,992.0,1.31,1.0,3.0,361100,0,1,0
-149.95633,2020.0,0.0,2202,2578.0,2674.0,1.31,2.0,3.0,524300,0,1,0
-149.95633,2020.0,0.0,2034,2813.0,1728.0,1.31,2.0,4.0,484200,0,1,0
-149.95575,2020.0,0.0,2199,2563.0,2572.0,1.31,3.0,4.0,523500,0,0,1
-149.95479,2020.0,0.0,2282,2915.0,2092.0,1.31,2.0,4.0,543300,0,1,0
-149.9537,2020.0,0.0,1978,2820.0,1872.0,1.31,2.0,4.0,471000,0,1,0
-149.93033,2020.0,0.0,1539,2299.0,1621.0,1.31,2.5,2.0,366400,1,0,0
-149.93086,2020.0,650.0,1521,2826.0,1585.0,1.31,3.0,2.0,362200,1,0,0
-149.92813,2020.0,0.0,657,1321.0,714.0,1.31,1.0,1.0,156400,1,0,0
-149.92851,2020.0,199.0,761,1566.0,876.0,1.31,1.0,2.0,181200,1,0,0
-149.93303,2020.0,0.0,1832,2891.0,1356.0,1.31,2.0,2.0,436200,0,1,0
-149.9352,2020.0,0.0,1898,2901.0,1868.0,1.31,1.75,3.0,452000,0,1,0
-149.93587,2020.0,0.0,2125,2612.0,1171.0,1.31,1.5,3.0,505900,0,1,0
-149.93587,2020.0,0.0,2605,3268.0,2580.0,1.31,2.0,4.0,620300,0,1,0
-149.93329,2020.0,0.0,3074,3497.0,3704.0,1.31,2.25,4.0,732000,0,1,0
-149.935,2020.0,0.0,2470,3249.0,2167.0,1.31,2.5,3.0,588200,0,1,0
-149.9352,2020.0,0.0,3273,4328.0,3786.0,1.31,3.5,4.0,779200,0,1,0
-149.94008,2020.0,0.0,2582,3630.0,2791.0,1.31,2.5,4.0,614700,0,1,0
-149.93697,2020.0,0.0,2520,3210.0,2282.0,1.31,2.0,3.0,600000,0,1,0
-149.93694,2020.0,0.0,3413,4198.0,4078.0,1.31,3.0,5.0,812500,0,1,0
-149.93771,2020.0,0.0,2845,3616.0,2700.0,1.31,3.0,4.0,677300,0,1,0
-149.93826,2020.0,0.0,2251,3514.0,2634.0,1.31,2.5,4.0,536000,0,1,0
-149.93906,2020.0,0.0,2046,3037.0,1628.0,1.31,2.5,3.0,487200,0,1,0
-149.93845,2020.0,0.0,1649,2449.0,988.0,1.31,1.0,2.0,392500,0,1,0
-149.93953,2020.0,0.0,2603,3484.0,2569.0,1.31,2.5,4.0,619700,0,1,0
-149.94048,2020.0,0.0,2168,3203.0,2292.0,1.31,2.0,3.0,516200,0,1,0
-149.94095,2020.0,0.0,1929,2379.0,1860.0,1.31,1.0,2.0,459200,0,1,0
