longitude,countyFIPS,monthlyHoaFee,annualHomeownersInsurance,rentZestimate,livingArea,propertyTaxRate,bathrooms,bedrooms,price,homeType_CONDO,homeType_SINGLE_FAMILY,homeType_OTHER
-149.8061069142456,2066.456273018097,-4.236348678270353,1844,2895.009315999094,2194.570853919412,1.309871533116329,2.5,5.0,338432,0,1,0
-149.58504902716035,2023.8244916432857,-16.49254764456154,4075,1990.6448273449141,2000.1536174431847,1.310054922590973,2.0,3.0,187059,0,1,1
-149.77516230011832,2052.1688609724883,0.716185266948097,1806,1682.458019365049,2164.1737591214833,1.310448570032935,2.5,4.0,456417,0,1,1
-149.71172886179366,2033.4275631307667,-0.27363255491357963,978,1220.3448716924652,3147.0898640653654,1.3086262443765229,2.0,4.0,321100,0,1,0
-149.8781335582869,2003.5303599620581,4.75079258647546,1269,2358.5175797384627,1619.4267967945093,1.3091459841425046,2.0,3.0,443938,0,1,0
-149.731221920434,2061.743047572633,-12.203900912267521,870,2099.1373986147073,2168.9232548912146,1.3066095589879072,2.0,4.0,329319,0,1,0
-149.79013504997133,2041.4419932724793,4.396295402164787,1352,1386.096138289379,2104.298015411562,1.309992250824689,2.0,3.0,407431,0,1,0
-149.93655377632365,2012.6558393879939,2.2931765014157954,1500,2618.734049863155,2258.561962486901,1.3102448611751465,2.5,5.0,154305,0,1,0
-149.75446720982433,2075.9462114309003,-14.200753322156313,1760,1938.940590335141,1437.4243127176985,1.307922000326427,2.5,1.0,277505,1,1,0
-149.97232039042171,1996.6084902401012,-7.245938074688289,2856,2889.7854526922897,4005.110996708423,1.3087217998361476,3.0,3.0,373880,1,1,0
-149.62728827577013,2070.953155017961,-8.439973313508027,989,2060.533005716591,1879.578726526967,1.30806679719711,2.5,3.0,148286,0,1,0
-150.00983612592327,2041.4337114954885,-1.0534208037637616,1387,2225.703905145637,1324.369909974499,1.3137794189368384,2.5,3.0,388941,0,1,0
-149.65216199302043,1948.4134983924455,5.474148903573366,1528,1699.1095568497067,3024.116437149136,1.3099423552486833,1.0,3.0,258775,0,1,0
-149.76432363971347,2008.553993835797,-5.016627165749535,1483,2984.076957967264,2042.9960754047993,1.307506737706958,2.5,3.0,369162,0,1,0
-149.6863265603609,2095.938190964372,-8.199009813831058,2672,2644.735858288276,1683.899159352637,1.3104738155556879,2.0,2.0,203552,1,1,0
-149.940791163306,1995.5272097208979,4.922202670797448,1101,1677.0001375983866,1875.9790143215537,1.30931477656348,4.0,4.0,256191,1,1,0
-149.56273080074513,2060.613668940329,-12.238930962509983,676,2288.2657405062987,1454.2010839390314,1.3117488052112298,2.0,3.0,239766,0,1,0
-149.7648037059449,2011.7353625003518,8.009113879306831,1494,1632.4960095978001,1413.4551593302124,1.3090847581388112,2.0,3.0,229631,0,1,0
-149.83728760044363,1998.256302358971,-7.927054461334108,1598,2484.410360827093,1233.20413522824,1.3091902508456967,2.0,3.0,101887,0,1,0
-149.89493713918873,1929.9003926643202,0.12808157836692846,1573,2350.0835482811126,1667.4794806081877,1.3074044297595437,3.5,3.0,321533,0,0,0
-149.60458680952843,2083.5996246094155,5.9510093838804545,978,1765.740237800678,1509.3643940937468,1.3107068293257342,1.5,3.0,278075,0,0,0
-149.64387359378506,2019.403122143029,-7.579457165609303,2191,4031.047124029024,1793.8143546173694,1.31132770290836,2.0,3.0,421752,0,0,0
-149.92083935669268,2044.996693042274,-14.001627727352922,652,2762.1292345895627,1266.6116671047769,1.3102794117972774,2.5,2.0,104665,0,1,0
-149.56174607178383,2087.714901572117,-9.931116086927439,1532,1194.4848958390924,1937.4522568013315,1.3132746673479387,1.0,3.0,250948,0,0,0
-149.8803415498699,2014.2200662277853,-6.3525222798606595,1866,1743.7538460063683,2067.6459306251254,1.3083819170121056,2.5,3.0,201807,0,1,0
-149.82912981094265,1977.319130704266,-7.978250591368256,1168,2307.001513829301,2120.9590438275936,1.312445165443675,2.0,4.0,279327,0,0,0
-149.86605260467744,2054.9670503561956,-2.3025980038328306,1164,2285.201187543797,2056.369084182283,1.310087420591556,2.0,3.0,714197,0,1,0
-149.67000176349134,2002.4356866039354,-0.7558114016960376,2092,2911.6227266992246,1307.6404617754583,1.30825283944085,3.0,3.0,576776,0,1,1
-149.78366187231927,1992.3720069737947,9.495877564193389,1146,2287.4103127234184,1824.696521750477,1.3099587662470367,1.5,3.0,432463,0,1,0
-149.76225712261143,2075.538173743968,-8.675731080322116,1942,2536.7817793279114,1035.4326159126674,1.3079570881147582,3.0,2.0,405314,1,1,0
-149.9963372805025,2044.9348477546741,-4.169688518070461,1595,2746.832543386424,1433.4696662837732,1.3086878243644402,2.0,3.0,115282,0,1,0
-149.78754231522694,1986.043565667809,10.695104581269145,1012,2750.6228415916407,1391.4868875236357,1.3115699286762998,2.0,1.0,428105,0,1,0
-149.71160907607043,2020.28899974663,-15.700619718376831,454,993.1875143995159,2055.3861994962235,1.3104300334787846,2.5,3.0,310839,0,1,0
-149.72244447763325,1976.054550166698,-10.73115695573697,3037,2863.633717581889,1484.3011553668614,1.309168599585291,2.5,1.0,321480,0,1,0
-149.91946536292667,2080.962232973468,0.6119753466563904,1319,2043.193243750474,3534.415677889941,1.3098308457289674,3.0,2.0,290042,0,1,0
-149.78943121767745,2021.2523670521823,-16.20685564287626,1296,1930.1185421513044,2694.215572656141,1.3093924591999366,1.0,2.0,659727,0,1,0
-149.73964297005958,1953.9171484538017,11.034642094776206,952,1739.150048590824,5072.1620912321505,1.3082748633607033,2.5,3.0,567009,0,1,0
-149.74165809056677,2035.2804165669907,4.3596575818608345,834,2809.6231458236653,2117.3138797829292,1.3109549272685845,2.5,3.0,510900,0,0,0
-149.77811321264187,1958.7833814943087,-18.271437069399706,516,3665.3725331586047,4267.966792142339,1.3109567084286389,1.5,4.0,360326,0,1,0
-149.87095825195885,1956.804347981244,-1.3841752212642997,1528,1845.039162542774,1431.59143768484,1.3086873856234305,1.5,2.0,217177,0,1,0
-149.65136692866713,2027.677992409206,-6.367485605442262,2059,2495.844489260771,1059.264874682589,1.3079140037814059,2.5,3.0,399064,0,1,0
-149.78308168980422,2033.4376845762488,2.045182704029352,1614,2026.617710980636,2062.4297224014326,1.3103589846452663,1.0,3.0,258095,0,1,1
-149.94471750157268,2008.887872093087,-5.650200206832388,2369,3438.9199669875743,1363.9527579803782,1.3110613266111197,1.0,4.0,718042,0,0,0
-149.7971336305552,2027.1151323014544,5.447732168287328,1803,3772.758068041587,2018.6789148451574,1.3084505267430615,1.0,3.0,256437,0,1,0
-149.95270815127165,2024.1290682439912,6.402012974438521,450,2668.7532341809097,1842.3062746905316,1.3092653943699635,2.0,4.0,263264,0,1,0
-149.7035522718776,2065.5965842951155,-8.263597050407544,1261,3376.448683090968,801.6010524492012,1.308819376445131,2.0,6.0,110143,1,1,0
-149.84196566822337,1939.5530796318417,-26.592484081781627,1324,3241.1630317749346,1265.4253822557373,1.3088618540449606,2.0,3.0,441345,0,1,0
-149.80268812123214,2016.7964448071173,-9.984676526066274,1753,2294.365836270558,1917.2488579981916,1.3100187065875186,3.0,3.0,488153,0,1,0
-149.89979376629623,2028.811304035698,5.064444968767236,1484,2632.2884939311143,1672.8004525520441,1.3079349654950783,2.0,3.0,160764,1,0,0
-149.88841663655467,2036.7063793098994,0.2572794753242721,1914,2902.150441507437,1248.697134307348,1.3088276271760066,2.0,3.0,69833,0,1,0
-149.75125554338092,2071.2486473565755,-5.827926079767501,1448,2971.1027820002355,1187.8094689799925,1.3116070188542626,2.0,4.0,422215,0,1,1
-149.8703971484607,2074.5483353396394,-11.973402703228473,1056,1686.5365276524071,1970.4170259817686,1.3094540669049284,4.0,3.0,440068,0,0,0
-149.87998428960995,1956.4991486782505,11.380208662950725,1867,3057.8444245936853,1063.722591962761,1.3111315964934385,2.5,6.0,117390,0,0,0
-149.82571987887593,1956.1998070261754,257.65047824722416,1786,1217.505852205075,3403.0288751471935,1.3102081531632501,2.5,3.0,404151,0,1,0
-149.79854201674368,1997.0765034733809,7.862489502531291,2531,3242.3692921089496,1368.1743668625188,1.3101237179967522,2.5,3.0,432610,0,0,0
-149.73730039023917,2072.504308051606,-15.576425046356661,1209,1966.1043568115963,3179.18955136113,1.3080727457207304,1.5,3.0,447076,0,1,1
-149.61641693383487,2038.225532310379,-4.755017492974584,1310,1529.5858932371168,1145.260201489122,1.3125731260506268,2.5,4.0,202974,0,1,0
-149.88525105556943,1994.2818888257473,161.04285985556032,2629,4027.1900223338926,1237.608363530852,1.3100635364958035,1.0,3.0,308584,0,0,0
-149.59605401265674,2070.7157527943045,11.488233268148676,328,2554.642291077658,1078.1145873049595,1.3101804538554906,2.0,3.0,139005,0,1,0
-149.77947963735926,1985.481021977808,-17.06514237620325,2188,2427.6156024177567,3280.4173632043467,1.3086411048691549,2.0,4.0,425081,0,1,1
-150.12635934475864,2063.278842577776,274.30004840622564,1550,1464.5361070836138,4155.868704832106,1.3091048875797169,1.0,6.0,543432,0,1,0
-149.85566849484965,1992.2959594977397,-24.1514007171962,1531,3993.4242837020656,831.622949271662,1.3102113923005796,1.0,3.0,186499,0,1,0
-150.01193002505775,1985.4537682109003,-3.945659598319966,1642,3212.2476367705744,1251.1889364949732,1.3113082211005627,2.0,4.0,299907,0,1,0
-149.6638720833109,2068.262871932246,-9.676626586175175,1524,1685.2095627487918,1752.5502142726718,1.3091071351133523,3.0,2.0,298551,0,1,0
-149.6178371061688,1997.2087007175267,-10.416018075562341,816,1822.2952891256723,1891.8519305289449,1.3091377410169238,2.5,3.0,374861,0,1,0
-149.9909990799491,2033.4898660473445,2.267035203488918,1059,2106.597292872267,2460.6393747308084,1.3115336052810647,4.0,3.0,316533,1,1,0
-149.83467084337778,1947.6952980893748,0.7541526684879994,2040,2354.4897083471274,2016.3095821264255,1.309773792211851,3.0,1.0,485706,0,1,0
-149.87172450805136,1962.0002307872844,9.265144120353032,1515,1459.3572021547948,1714.108226322898,1.311119730543403,2.5,3.0,330495,1,1,1
-149.98876972937205,2056.443520955652,-10.34125859509194,1068,2941.7157694200423,2911.0097623839893,1.3087282437179728,1.5,3.0,363725,0,1,0
-149.80262256807225,1985.0132231763923,-13.15082332132182,972,2996.8936646906764,2324.563821012151,1.3101764619312888,1.0,3.0,367753,0,1,0
-149.83903235538673,4328.927296049786,203.9345444933689,1707,2107.2529699710253,2268.387332045367,1.3079643322426084,3.0,2.0,321299,0,1,0
-149.6251663505939,2000.724855052259,1.833240965711397,2531,2336.5160045002126,1386.9528065940815,1.309587379569126,1.5,3.0,347933,1,1,0
-149.7762280966555,2024.2922054564626,-6.159108770797541,1654,2681.6100393673814,2543.628854272204,1.3101495211883132,2.0,3.0,243413,0,1,0
-149.66973318835056,1984.5355395890515,-15.48685906350553,2137,2534.9918851163397,1264.7461495007276,1.3077779117622046,3.5,3.0,397833,0,1,0
-149.64500074966278,2096.209876136039,-12.090004740108071,1539,2744.9812137673007,5538.856841316748,1.3092882552102638,1.0,4.0,369515,0,0,0
-149.86279010496548,2033.341024183513,-12.050913234765034,923,3004.0831339686797,1129.863737582466,1.3082989236405052,3.5,4.0,309713,0,1,0
-149.7173451191664,2047.8490944622285,2.492293789905581,1249,3291.8076037885917,725.1042637922126,1.3071757698095423,2.0,2.0,497857,0,1,0
-149.75648482877713,2097.2591487770087,18.18017428965844,2066,1085.1581785339,857.4935541691801,1.3094625266546576,2.0,5.0,129880,0,1,0
-149.71912300373066,2092.0900490337845,-8.147337898153584,1439,1788.880684091332,2279.594396388834,1.309629372669422,2.5,3.0,155479,0,1,0
-149.75492690053372,1982.7998156359943,0.829559519679312,727,1647.6058746634512,2310.029755703338,1.3082071284076622,3.0,1.0,209950,1,1,0
-149.97534420789768,1989.5002308504224,-0.10968884976535842,1283,3416.1214230444357,1555.185457807137,1.3067128655950389,2.0,3.0,451332,0,1,0
-149.71944119086226,2031.6680712361026,6.045607996018923,1463,1963.7832749857232,1721.4116213113496,1.3102016774870673,3.0,4.0,266159,1,1,0
-149.67253452002348,2007.037663752356,9.922643996155518,1998,3048.206043158633,914.8997867781912,1.3118990167138347,1.5,3.0,149627,0,1,0
-149.8168192712431,2010.7923964172187,6.738283116425696,1117,2776.568117662695,853.3961645481829,1.3080623805488794,1.5,3.0,481948,0,1,0
-149.6809533039779,1985.4208058493698,5.213990509911579,2242,2991.4903125012193,2344.9916530272826,1.3094797968427117,3.0,4.0,532432,0,1,0
-149.72651256777047,2038.7726761315141,4.054055014210479,1217,1116.45334648705,1958.3223441599823,1.3102705039266749,2.0,3.0,269948,1,1,1
-149.87879082211566,1985.7911061432642,5.471800210338257,1145,1786.687407892507,3726.6344787275375,1.3096304668178413,2.0,3.0,110981,0,1,0
-149.7554398345151,2021.963615971077,-4.685014539927271,1249,3423.293914997813,928.0355447249499,1.3081627082465206,3.5,6.0,212838,0,1,0
-149.9518548622735,2071.7524680961174,218.86919465658423,1785,1602.467224806021,1971.1847541907027,1.3086511730119903,2.5,2.0,247421,0,1,1
-149.73163343459493,2060.6315217005167,-16.5362268930352,1732,1296.1355696267617,2273.7382598785516,1.3093014657764293,4.0,3.0,503225,0,0,0
-149.78130660629228,2040.7808906832395,3.571000183595179,2301,1842.6861806128006,3525.1685362216317,1.308797396382478,4.5,2.0,271950,1,1,0
-149.8676885458778,2025.923259855913,7.925800889337966,1418,2953.42254869513,1982.1661204431787,1.310403409200578,2.0,5.0,418490,0,1,0
-149.876593260767,2042.244399922527,-0.701210347588699,1658,2307.051290846449,1720.2625981290666,1.3098059686088097,1.0,3.0,119845,1,1,1
-149.88919688093574,2048.7984549296957,-3.3706892609870662,1039,1843.6249381318148,1475.0435780051266,1.3117122406436446,1.0,1.0,469611,1,1,1
-149.6008021455408,1987.217948841322,-0.018590268990865577,1837,1570.8666466060163,1575.5045779767318,1.3074936302347897,1.5,3.0,231051,0,1,1
-149.8530683006546,1969.6244393919342,-19.83289112622747,457,1837.6119701677867,1267.2108642134242,1.311754155113642,4.0,3.0,242768,0,0,0
-149.6322064581366,2063.242412696103,-18.969175386327883,538,1342.4621927382589,2258.1621568700116,1.309245745414686,2.5,3.0,313649,0,1,0
-149.87196732573122,2052.310221256285,6.089143046888389,1500,2864.160926984947,1727.6958187077923,1.3102794312541566,1.0,3.0,327650,0,1,0
-149.62203028928633,2011.399473944337,-0.9825039900935639,2035,2290.6458708662967,4098.992915699369,1.3117204278280565,2.5,3.0,491268,0,1,0
-149.66063118039872,2077.9816875946017,-17.062093626857465,1205,2366.5118170408505,1439.3365460247753,1.3099159650023002,1.0,3.0,495595,0,0,0
-149.78530837899356,2045.6484586928511,4.602262409106261,475,1699.6235852996047,975.9359200423049,1.309492653213395,2.0,3.0,350229,0,0,0
-149.92300625388935,1914.6331786716269,-18.100232649402592,1806,2991.455226165979,1918.3109703441976,1.311688459224654,2.0,6.0,342730,0,1,0
-149.94246564946712,2027.1291703972329,11.303100821497758,1010,2300.3432102965676,3155.483029644584,1.3101253559660053,2.5,5.0,475534,0,1,0
-149.7292304886049,1968.7428001681444,2.236646887415518,1704,3960.26568961836,2428.1474636104967,1.3078573078293398,1.0,3.0,557660,0,0,0
-149.9384699444194,2062.375239778064,-16.64516718624503,2754,2182.116950156696,1153.0060321847661,1.3093927528065696,1.0,2.0,500593,1,1,0
-149.8336290536438,2060.2902795392147,-14.176799242728052,762,1653.1736153433867,2340.0853199329918,1.30934128718478,2.0,3.0,85140,0,1,0
-149.8478630220616,2053.4852843357085,-0.13713897352706383,2848,1795.6576434821416,1078.1405756345528,1.3071911353782555,4.0,3.0,570349,0,0,0
-149.75232958013302,1941.1071562609009,-13.14319613191665,1319,1877.3865560996683,2267.141672684898,1.3095595658228045,2.0,3.0,362256,0,1,0
-149.7792174324788,2051.2850486648085,275.32176582967054,1711,2311.2443760231117,2178.1378811986306,1.3101527643078592,2.0,4.0,493160,0,0,0
-149.70341706096863,1961.2410896883293,5.7535131555539305,1044,1451.9365986456914,2180.083599997974,1.350520557220173,3.0,1.0,240016,0,1,0
-149.77883828172318,1989.461763866042,-6.21444011599708,1918,2240.1306138121377,1305.8366759953371,1.3084487445689679,2.0,3.0,143229,0,0,0
-149.77427972033735,1970.2304813700507,11.825625094725144,1239,2117.9378916372357,1369.9512833951023,1.3094320070711825,3.0,3.0,517522,0,1,0
-149.64426608251568,2015.9616743088663,-17.338485215324873,1523,2664.329998989544,2420.7887071021773,1.30833789705848,2.5,6.0,461527,0,0,0
-149.87463398866564,2002.0488070659233,5.7842817346641935,1252,2109.4682455477396,2019.8502889366966,1.309502970683147,2.0,4.0,1095200,1,1,0
-149.9630349251801,2103.8428973672935,-5.2830272557070845,1507,3651.624280572339,4249.233829266104,1.3101510743690914,3.0,3.0,377646,0,1,0
-149.73876343962368,1980.3905925784384,-2.158687465838501,1190,3568.1363239186576,1859.6804199977375,1.3098045669952199,1.0,3.0,278265,0,1,0
-149.8572670596897,2037.6786774492562,211.66993770839696,976,2264.146264363534,2388.960007235245,1.3110112250412136,2.0,4.0,364758,0,1,0
-149.66442284313766,2049.550535467276,-2.7048644654365406,767,3870.877929359183,1145.6665954483242,1.3103488378298807,4.0,3.0,367874,0,1,0
-149.9633464859995,2055.1069122319673,-7.775490818236158,1847,2112.1261445873984,2043.3119548908594,1.3092923733929231,2.0,5.0,241545,0,1,0
-149.79926782294405,2023.7158129329534,-20.186411820310674,2034,2019.920709062998,1582.075918999483,1.3094763654181776,2.5,3.0,357461,0,0,0
-149.70561896744002,1969.7620157378385,4.843608663714175,777,1685.851692097144,2331.453837788862,1.3089246617809769,2.0,3.0,428151,0,1,0
-149.9175099529411,2020.1826455667779,-12.611035205896634,982,3333.406183620047,1700.2961092693608,1.3070240668241135,4.0,3.0,152040,0,1,0
-149.68342307174848,1982.8329165937296,6.10665574624181,1155,2652.2332264398815,1552.106334812114,1.310461256129517,3.0,3.0,111070,0,1,0
-149.85065814156684,2049.062276728009,395.44351710765244,1532,3494.6634281692777,984.030944839483,1.3109554463722097,2.0,3.0,350796,0,0,0
-149.69552357131798,1979.1498061327043,-12.991493607255215,2906,3380.847229976638,1958.153816188742,1.3103479132372848,1.0,6.0,300324,0,1,0
-149.80024082007392,2072.7305127479267,0.7277343290451469,1412,1307.9788799202365,2107.911809140354,1.3109184531195048,3.5,3.0,301786,0,1,0
-149.6341065958331,1986.9122788342365,-0.33658369689918044,1634,2056.555531369871,1175.6967712724374,1.3093945102212035,1.0,3.0,337645,1,1,1
-149.95532500920646,1979.438622318285,-4.459610759148783,1331,1834.9797770881135,2279.2743724216643,1.3081314641742077,2.0,3.0,303907,1,1,0
-149.8551693430545,2072.564338513431,14.704180068247549,545,3159.8470875219027,2062.433485078907,1.3101031648247312,2.5,1.0,275585,0,1,0
-149.69227636797783,1986.1918688369578,0.9642963806313268,416,3100.8531044706633,2944.535692610074,1.3099383619301774,2.0,3.0,431681,0,0,0
-149.9241621341321,2011.9667998571579,-4.45775114165877,2633,2973.4396616302274,2513.645012837461,1.3079092776821781,2.0,3.0,625646,0,1,0
-149.92478362634986,2074.7277781994753,1.2652725600270087,1860,3677.967749004513,1236.4351313747968,1.3095850979806702,3.0,2.0,576318,0,1,0
-149.7435833989386,1948.1178857627856,-0.9876899539300599,892,1678.5983691327165,2377.541893086581,1.3087213964175073,1.0,4.0,540283,0,1,0
-149.7862704667617,1947.8971778442467,19.874391147116782,1782,2527.1435939523603,4892.855463817852,1.3117134160842157,3.0,2.0,590199,0,1,0
-149.71459737216793,1989.6535417881023,-3.950173581385772,1673,2029.4547382281996,2050.983610271169,1.3106289982592731,1.5,3.0,284202,0,1,0
-149.80399224387253,1950.5548411364089,1.7158998330471755,1066,1737.8209602559173,2270.8317632730445,1.3106680282099397,3.0,3.0,424296,1,1,0
-149.84000536221555,2021.3365211804241,-5.125936259283451,1482,2325.695312013612,1843.857017352333,1.3105708972712347,3.0,3.0,343525,1,1,1
-149.93688414531724,2009.284511549689,8.15900164057172,1633,2414.35711456064,2575.1309495610017,1.3110586509838873,2.0,2.0,443836,0,1,0
-149.9590087654774,2052.5148650901842,-13.469725958317401,1819,2681.0140053182217,1908.9990388780593,1.3083360922375082,3.0,4.0,346804,0,1,0
-149.74691810218812,1998.4719475935017,-3.9541157578229713,2061,3356.97497881466,3891.78711058027,1.3105244278211434,3.0,3.0,217889,0,1,0
-149.64240303354552,2044.2810136211165,130.64281677716903,1202,3018.603111386955,2150.266540749067,1.3104438090338542,2.0,2.0,356449,0,1,0
-149.88962848547004,2015.4948280294807,20.65133847058759,569,2029.7604756935577,3016.2436785527107,1.310970124591275,3.0,2.0,557655,0,1,0
-149.78995506877973,2085.0032276004586,7.482288264641938,1418,2537.3440185363033,6722.298383177365,1.3119632821313643,1.0,4.0,455363,0,0,0
-149.75253568637513,2011.0046048581244,1.6199534384630692,1613,1846.8246710745107,4057.4549399327775,1.3089378938109741,4.0,3.0,307760,0,1,0
-149.81491860980415,2085.8472104969146,-6.481244889553493,1521,1808.0178081095519,1249.4350902811868,1.3071935053571382,4.0,3.0,369924,0,1,0
-149.71392412643456,2059.384223848181,10.307681502078573,1443,1927.8130693227063,3569.8429027038496,1.3104450048397147,1.0,3.0,796795,0,1,0
-149.79158956429328,2026.6819224057083,-2.9939358077491085,2218,2198.768612248604,2131.4046231116754,1.3101741477562572,2.5,3.0,360228,0,0,0
-149.6994909477172,2054.2589361958003,17.98004662118167,626,2102.9959217560827,1996.5162525900157,1.3074439827009863,2.0,4.0,400660,0,1,0
-149.8970739425308,2080.546036415613,-17.918937055132353,1196,1699.8323347433757,2301.02591991948,1.307817884853936,3.0,5.0,776801,1,0,0
-149.81070662239202,2014.6646511455356,-2.1660950363119404,1726,3282.003169456751,2415.428165438289,1.3110797631978945,2.0,3.0,362928,0,1,0
-149.85976443402308,1996.2680927311417,-16.16796614708011,1224,2479.153526748173,1205.6708217393848,1.3111526138102665,2.0,4.0,159638,1,1,0
-149.8235532765269,2089.007020914071,-2.8009535624883903,3794,1216.1747090535705,1186.6933058988564,1.3084632003754102,3.0,3.0,389686,0,0,0
-149.88835734114744,2042.3081881720166,-18.695783373829716,2330,2933.801077867767,4341.262436581598,1.3095608002466623,2.5,3.0,434985,0,1,0
-149.94140706893737,1988.2722031005953,3.60507351263655,602,1815.3189668134453,1893.7263567834455,1.3114445499824472,1.0,5.0,206630,1,1,0
-149.80461689018387,2038.0951459694752,-0.6793630815433529,1692,3155.0080044106858,1731.795444325082,1.3093142093352388,2.0,3.0,444013,0,1,0
-149.6187225490753,2020.8044673479612,-12.412871814461312,832,3660.5671820990096,3310.387587841316,1.3075991384902779,1.0,2.0,392832,0,1,0
-149.79130758910432,1985.8494211501766,3.0081480933077036,1643,4411.842757703282,2452.7736612229714,1.308774895610637,1.5,3.0,395098,0,1,0
-149.8476099438787,2003.924092167138,1.3825973292534277,1180,1464.8792995856588,2337.103343690514,1.3080086834490767,3.0,6.0,382383,0,1,0
-149.83249462356505,2063.584611955725,-6.856740766911569,1712,2447.658241043983,1164.222620550651,1.3108119886249439,2.5,3.0,252916,0,0,0
-149.66749860034878,2041.4771208728316,-8.045000127502544,1445,3546.317778815035,1940.6642505225273,1.3086154312528049,3.0,3.0,665683,1,1,0
-149.8962644209454,2068.626145660061,288.7303783522121,1828,1575.236141641807,1375.0669362057843,1.3078845305597477,3.0,2.0,275243,0,0,0
-149.99702856625441,2055.341649747461,-15.1704895199071,2813,2073.2028469897978,1582.0146899398376,1.3095196382360874,1.0,4.0,122166,0,1,0
-149.8529507117401,2122.4808861209845,-3.1625968345202,1508,4114.823493416997,3127.1298596095207,1.3092186670158736,1.0,3.0,585782,0,1,0
